2021-05-24 12:43:10,330 - HyperTuner_objective - INFO - ObjValue=-0.6824944019 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 447, 'epoch': 3, 'hidden_size': 449, 'lr': 0.7406471423269038}
2021-05-24 12:48:05,311 - HyperTuner_objective - INFO - ObjValue=-0.6891735196 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 471, 'epoch': 1, 'hidden_size': 465, 'lr': 0.8463733784712534}
2021-05-24 12:48:09,530 - HyperTuner_objective - INFO - ObjValue=-0.6905300021 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 425, 'epoch': 3, 'hidden_size': 473, 'lr': 1.0155722681281834}
2021-05-24 12:48:10,451 - HyperTuner_objective - INFO - ObjValue=-0.7053445578 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 451, 'epoch': 1, 'hidden_size': 448, 'lr': 1.2573865221054723}
2021-05-24 12:48:11,350 - HyperTuner_objective - INFO - ObjValue=-0.6935705543 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 483, 'epoch': 1, 'hidden_size': 436, 'lr': 1.0484793809679025}
2021-05-24 12:48:13,210 - HyperTuner_objective - INFO - ObjValue=-0.6948630214 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 486, 'epoch': 2, 'hidden_size': 461, 'lr': 0.8929170913474095}
2021-05-24 12:48:14,152 - HyperTuner_objective - INFO - ObjValue=-0.7020800710 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 463, 'epoch': 1, 'hidden_size': 457, 'lr': 1.118883992698703}
2021-05-24 12:48:17,803 - HyperTuner_objective - INFO - ObjValue=-0.6613817215 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 448, 'epoch': 4, 'hidden_size': 464, 'lr': 0.9407755476945919}
2021-05-24 12:48:18,680 - HyperTuner_objective - INFO - ObjValue=-0.7083825469 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 509, 'epoch': 1, 'hidden_size': 468, 'lr': 1.00327021819886}
2021-05-24 12:48:19,574 - HyperTuner_objective - INFO - ObjValue=-0.7043333650 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 495, 'epoch': 1, 'hidden_size': 466, 'lr': 0.9274447073924101}
2021-05-24 12:48:22,319 - HyperTuner_objective - INFO - ObjValue=-0.6869739294 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 508, 'epoch': 3, 'hidden_size': 455, 'lr': 0.823272434939152}
2021-05-24 12:48:23,266 - HyperTuner_objective - INFO - ObjValue=-0.7035380602 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 427, 'epoch': 1, 'hidden_size': 439, 'lr': 0.9800944396234311}
2021-05-24 12:48:24,140 - HyperTuner_objective - INFO - ObjValue=-0.7156472206 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 502, 'epoch': 1, 'hidden_size': 472, 'lr': 1.1553828608865488}
2021-05-24 12:48:26,355 - HyperTuner_objective - INFO - ObjValue=-0.6835224032 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 416, 'epoch': 2, 'hidden_size': 474, 'lr': 1.0730341998452677}
2021-05-24 12:48:27,305 - HyperTuner_objective - INFO - ObjValue=-0.7207611799 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 484, 'epoch': 1, 'hidden_size': 463, 'lr': 0.86777134972721}
2021-05-24 12:48:28,226 - HyperTuner_objective - INFO - ObjValue=-0.7092953920 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 458, 'epoch': 1, 'hidden_size': 463, 'lr': 0.8718930954023999}
2021-05-24 12:48:31,605 - HyperTuner_objective - INFO - ObjValue=-0.6630262733 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 484, 'epoch': 4, 'hidden_size': 458, 'lr': 0.9573295230433915}
2021-05-24 12:48:32,609 - HyperTuner_objective - INFO - ObjValue=-0.7130435705 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 450, 'epoch': 1, 'hidden_size': 463, 'lr': 0.793163802813}
2021-05-24 12:48:33,617 - HyperTuner_objective - INFO - ObjValue=-0.7155025601 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 460, 'epoch': 1, 'hidden_size': 442, 'lr': 0.7669185634655401}
2021-05-24 12:48:36,296 - HyperTuner_objective - INFO - ObjValue=-0.6859512329 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 492, 'epoch': 3, 'hidden_size': 437, 'lr': 0.9076921772300341}
2021-05-24 12:48:37,291 - HyperTuner_objective - INFO - ObjValue=-0.7048695683 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 424, 'epoch': 1, 'hidden_size': 463, 'lr': 0.8458087806574118}
2021-05-24 12:48:39,072 - HyperTuner_objective - INFO - ObjValue=-0.7108705044 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 468, 'epoch': 2, 'hidden_size': 476, 'lr': 0.820757990242635}
2021-05-24 12:48:39,975 - HyperTuner_objective - INFO - ObjValue=-0.7063215971 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 484, 'epoch': 1, 'hidden_size': 481, 'lr': 0.8859765358725095}
2021-05-24 12:48:40,842 - HyperTuner_objective - INFO - ObjValue=-0.6895875931 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 437, 'epoch': 1, 'hidden_size': 456, 'lr': 0.8604659965087759}
2021-05-24 12:48:44,458 - HyperTuner_objective - INFO - ObjValue=-0.6620985866 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 432, 'epoch': 4, 'hidden_size': 441, 'lr': 1.2004627088806608}
2021-05-24 12:48:45,394 - HyperTuner_objective - INFO - ObjValue=-0.7100207806 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 445, 'epoch': 1, 'hidden_size': 438, 'lr': 0.9177873383812245}
2021-05-24 12:48:46,322 - HyperTuner_objective - INFO - ObjValue=-0.7040952444 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 480, 'epoch': 1, 'hidden_size': 452, 'lr': 0.685950571360893}
2021-05-24 12:48:49,282 - HyperTuner_objective - INFO - ObjValue=-0.6891822219 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 449, 'epoch': 3, 'hidden_size': 445, 'lr': 1.0315731275730298}
2021-05-24 12:48:50,369 - HyperTuner_objective - INFO - ObjValue=-0.7079426050 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 438, 'epoch': 1, 'hidden_size': 475, 'lr': 0.9710047551930119}
2021-05-24 12:48:52,383 - HyperTuner_objective - INFO - ObjValue=-0.7200597525 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 435, 'epoch': 2, 'hidden_size': 485, 'lr': 1.1353411959961692}
2021-05-24 12:48:53,560 - HyperTuner_objective - INFO - ObjValue=-0.7045677900 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 434, 'epoch': 1, 'hidden_size': 477, 'lr': 1.098256534751347}
2021-05-24 12:48:54,631 - HyperTuner_objective - INFO - ObjValue=-0.7071500421 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 494, 'epoch': 1, 'hidden_size': 444, 'lr': 0.7131506716597817}
2021-05-24 12:48:58,959 - HyperTuner_objective - INFO - ObjValue=-0.6684733629 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 491, 'epoch': 4, 'hidden_size': 443, 'lr': 0.7811288291055493}
2021-05-24 12:49:00,202 - HyperTuner_objective - INFO - ObjValue=-0.6987309456 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 415, 'epoch': 1, 'hidden_size': 453, 'lr': 0.8065960784959351}
2021-05-24 12:49:01,171 - HyperTuner_objective - INFO - ObjValue=-0.7029366493 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 487, 'epoch': 1, 'hidden_size': 459, 'lr': 1.0500160056453032}
2021-05-24 12:49:02,143 - HyperTuner_objective - INFO - ObjValue=-0.6914570332 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 497, 'epoch': 1, 'hidden_size': 462, 'lr': 0.9399936968096307}
2021-05-24 12:49:05,092 - HyperTuner_objective - INFO - ObjValue=-0.7064155340 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 452, 'epoch': 3, 'hidden_size': 463, 'lr': 0.9987963037187294}
2021-05-24 12:49:07,182 - HyperTuner_objective - INFO - ObjValue=-0.7072979212 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 510, 'epoch': 2, 'hidden_size': 479, 'lr': 1.0602577134896054}
2021-05-24 12:49:08,132 - HyperTuner_objective - INFO - ObjValue=-0.7117223144 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 459, 'epoch': 1, 'hidden_size': 440, 'lr': 1.2667260373113771}
2021-05-24 12:49:09,072 - HyperTuner_objective - INFO - ObjValue=-0.6727732420 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 454, 'epoch': 1, 'hidden_size': 451, 'lr': 1.1714912082602082}
2021-05-24 12:49:12,794 - HyperTuner_objective - INFO - ObjValue=-0.6600267887 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 472, 'epoch': 4, 'hidden_size': 469, 'lr': 1.1116291225525181}
2021-05-24 12:49:13,841 - HyperTuner_objective - INFO - ObjValue=-0.7026967406 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 440, 'epoch': 1, 'hidden_size': 484, 'lr': 0.7505319799296417}
2021-05-24 12:49:14,845 - HyperTuner_objective - INFO - ObjValue=-0.6938753724 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 431, 'epoch': 1, 'hidden_size': 470, 'lr': 0.8959530336103284}
2021-05-24 12:49:17,591 - HyperTuner_objective - INFO - ObjValue=-0.6921312213 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 464, 'epoch': 3, 'hidden_size': 474, 'lr': 0.8682577977807885}
2021-05-24 12:49:18,637 - HyperTuner_objective - INFO - ObjValue=-0.7241933942 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 419, 'epoch': 1, 'hidden_size': 482, 'lr': 0.9227655431031734}
2021-05-24 12:49:20,575 - HyperTuner_objective - INFO - ObjValue=-0.7023473382 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 447, 'epoch': 2, 'hidden_size': 482, 'lr': 1.0788379235785266}
2021-05-24 12:49:21,508 - HyperTuner_objective - INFO - ObjValue=-0.6956319809 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 421, 'epoch': 1, 'hidden_size': 460, 'lr': 0.9814898652166848}
2021-05-24 12:49:22,332 - HyperTuner_objective - INFO - ObjValue=-0.7218713164 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 478, 'epoch': 1, 'hidden_size': 438, 'lr': 1.2161045859444983}
2021-05-24 12:49:23,164 - HyperTuner_objective - INFO - ObjValue=-0.7083632350 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 485, 'epoch': 1, 'hidden_size': 438, 'lr': 1.3652635802702444}
2021-05-24 12:49:27,282 - HyperTuner_objective - INFO - ObjValue=-0.6555815935 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 433, 'epoch': 4, 'hidden_size': 482, 'lr': 1.3218724219069955}
2021-05-24 12:49:28,174 - HyperTuner_objective - INFO - ObjValue=-0.7098908424 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 478, 'epoch': 1, 'hidden_size': 438, 'lr': 1.23389828603351}
2021-05-24 12:49:29,302 - HyperTuner_objective - INFO - ObjValue=-0.6985939741 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 419, 'epoch': 1, 'hidden_size': 438, 'lr': 1.210204538237837}
2021-05-24 12:49:32,365 - HyperTuner_objective - INFO - ObjValue=-0.6756300926 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 419, 'epoch': 3, 'hidden_size': 482, 'lr': 1.473568296555622}
2021-05-24 12:49:33,278 - HyperTuner_objective - INFO - ObjValue=-0.7357799411 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 462, 'epoch': 1, 'hidden_size': 447, 'lr': 1.3904031481028276}
2021-05-24 12:49:34,308 - HyperTuner_objective - INFO - ObjValue=-0.6417374015 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 417, 'epoch': 1, 'hidden_size': 483, 'lr': 1.4965929185286722}
2021-05-24 12:49:36,121 - HyperTuner_objective - INFO - ObjValue=-0.6948399544 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 453, 'epoch': 2, 'hidden_size': 447, 'lr': 1.397742564781383}
2021-05-24 12:49:37,013 - HyperTuner_objective - INFO - ObjValue=-0.7135517597 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 462, 'epoch': 1, 'hidden_size': 447, 'lr': 1.2808431743060862}
2021-05-24 12:49:40,446 - HyperTuner_objective - INFO - ObjValue=-0.6497814655 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 462, 'epoch': 4, 'hidden_size': 447, 'lr': 1.4374698975421285}
2021-05-24 12:49:41,295 - HyperTuner_objective - INFO - ObjValue=-0.6968026757 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 498, 'epoch': 1, 'hidden_size': 449, 'lr': 1.3678839478831866}
2021-05-24 12:49:42,202 - HyperTuner_objective - INFO - ObjValue=-0.6936734915 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 457, 'epoch': 1, 'hidden_size': 465, 'lr': 1.423867488643555}
2021-05-24 12:49:45,115 - HyperTuner_objective - INFO - ObjValue=-0.6608072519 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 429, 'epoch': 3, 'hidden_size': 478, 'lr': 1.4589447652750598}
2021-05-24 12:49:45,987 - HyperTuner_objective - INFO - ObjValue=-0.7107601762 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 501, 'epoch': 1, 'hidden_size': 467, 'lr': 1.2465755251024917}
2021-05-24 12:49:46,963 - HyperTuner_objective - INFO - ObjValue=-0.7187131643 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 477, 'epoch': 1, 'hidden_size': 480, 'lr': 1.288137578786735}
2021-05-24 12:49:48,959 - HyperTuner_objective - INFO - ObjValue=-0.6836341619 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 413, 'epoch': 2, 'hidden_size': 471, 'lr': 1.4026731487218282}
2021-05-24 12:49:49,811 - HyperTuner_objective - INFO - ObjValue=-0.7159719467 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 488, 'epoch': 1, 'hidden_size': 454, 'lr': 1.1884856762631748}
2021-05-24 12:49:53,582 - HyperTuner_objective - INFO - ObjValue=-0.6611325145 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 444, 'epoch': 4, 'hidden_size': 482, 'lr': 1.3378593380537733}
2021-05-24 12:49:54,498 - HyperTuner_objective - INFO - ObjValue=-0.6836602092 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 446, 'epoch': 1, 'hidden_size': 447, 'lr': 1.3025077404080339}
2021-05-24 12:49:55,458 - HyperTuner_objective - INFO - ObjValue=-0.6876533628 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 438, 'epoch': 1, 'hidden_size': 455, 'lr': 1.3852237974950472}
2021-05-24 12:49:57,989 - HyperTuner_objective - INFO - ObjValue=-0.6877330542 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 473, 'epoch': 3, 'hidden_size': 439, 'lr': 1.1310711614790363}
2021-05-24 12:49:58,873 - HyperTuner_objective - INFO - ObjValue=-0.7066389322 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 465, 'epoch': 1, 'hidden_size': 457, 'lr': 1.1496259004247706}
2021-05-24 12:49:59,762 - HyperTuner_objective - INFO - ObjValue=-0.7090593576 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 456, 'epoch': 1, 'hidden_size': 468, 'lr': 1.0238883953950417}
2021-05-24 12:50:01,559 - HyperTuner_objective - INFO - ObjValue=-0.6952304840 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 460, 'epoch': 2, 'hidden_size': 476, 'lr': 1.3526322588910866}
2021-05-24 12:50:02,396 - HyperTuner_objective - INFO - ObjValue=-0.7119696140 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 430, 'epoch': 1, 'hidden_size': 436, 'lr': 0.5035323302107861}
2021-05-24 12:50:06,378 - HyperTuner_objective - INFO - ObjValue=-0.6566240191 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 426, 'epoch': 4, 'hidden_size': 481, 'lr': 0.83363549994912}
2021-05-24 12:50:07,365 - HyperTuner_objective - INFO - ObjValue=-0.7058153152 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 419, 'epoch': 1, 'hidden_size': 464, 'lr': 1.0921257006501144}
2021-05-24 12:50:08,441 - HyperTuner_objective - INFO - ObjValue=-0.7233397961 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 466, 'epoch': 1, 'hidden_size': 473, 'lr': 1.2645967819166404}
2021-05-24 12:50:09,256 - HyperTuner_objective - INFO - ObjValue=-0.7121622562 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 482, 'epoch': 1, 'hidden_size': 448, 'lr': 1.2538037770803754}
2021-05-24 12:50:11,905 - HyperTuner_objective - INFO - ObjValue=-0.6712614894 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 466, 'epoch': 3, 'hidden_size': 461, 'lr': 1.4556872665186713}
2021-05-24 12:50:12,857 - HyperTuner_objective - INFO - ObjValue=-0.7074553370 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 466, 'epoch': 1, 'hidden_size': 473, 'lr': 1.3150456472871728}
2021-05-24 12:50:14,624 - HyperTuner_objective - INFO - ObjValue=-0.6790113449 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 423, 'epoch': 2, 'hidden_size': 437, 'lr': 1.4844443288620643}
2021-05-24 12:50:15,467 - HyperTuner_objective - INFO - ObjValue=-0.6896211505 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 504, 'epoch': 1, 'hidden_size': 472, 'lr': 1.4238075519379612}
2021-05-24 12:50:16,363 - HyperTuner_objective - INFO - ObjValue=-0.6970243454 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 461, 'epoch': 1, 'hidden_size': 458, 'lr': 1.3320642333068153}
2021-05-24 12:50:17,224 - HyperTuner_objective - INFO - ObjValue=-0.7021501660 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 505, 'epoch': 1, 'hidden_size': 466, 'lr': 1.382087743681865}
2021-05-24 12:50:18,221 - HyperTuner_objective - INFO - ObjValue=-0.7066005468 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 420, 'epoch': 1, 'hidden_size': 474, 'lr': 1.1787454480498298}
2021-05-24 12:50:19,124 - HyperTuner_objective - INFO - ObjValue=-0.6913542151 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 496, 'epoch': 1, 'hidden_size': 473, 'lr': 1.2784626404734398}
2021-05-24 12:50:19,992 - HyperTuner_objective - INFO - ObjValue=-0.6981468797 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 511, 'epoch': 1, 'hidden_size': 473, 'lr': 1.3511377701609184}
2021-05-24 12:50:20,919 - HyperTuner_objective - INFO - ObjValue=-0.7043831944 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 455, 'epoch': 1, 'hidden_size': 473, 'lr': 1.1989468074438996}
2021-05-24 12:50:21,889 - HyperTuner_objective - INFO - ObjValue=-0.6628117561 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 462, 'epoch': 1, 'hidden_size': 442, 'lr': 1.4073081842228146}
2021-05-24 12:50:22,874 - HyperTuner_objective - INFO - ObjValue=-0.6930973530 -- Params={'act_func_1': <class 'torch.nn.modules.activation.Tanh'>, 'act_func_2': <class 'torch.nn.modules.activation.Tanh'>, 'batch_size': 470, 'epoch': 1, 'hidden_size': 485, 'lr': 1.2655680337352566}
